sorted_pairs	mappingID1	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	8_diff	7_diff	6_diff	5_diff	4_diff	3_diff	2_diff	1_diff	source	Label1	Label2
100_334	100	334	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Fstl1
100_335	100	335	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Fstl3
100_336	100	336	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Fuca2
100_342	100	342	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Gas6
100_410	100	410	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Golm1
100_418	418	100	*	*	SameComplex	Solid	*				*				Reactome	Gpc1	Apoa1
100_419	419	100	*	*	SameComplex	Solid	*				*				Reactome	Gpc2	Apoa1
100_420	420	100	*	*	SameComplex	Solid	*				*				Reactome	Gpc3	Apoa1
100_421	421	100	*	*	SameComplex	Solid	*				*				Reactome	Gpc4	Apoa1
100_423	423	100	*	*	SameComplex	Solid	*				*				Reactome	Gpc6	Apoa1
100_473	100	473	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Hrc
100_485	100	485	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Hsp90b1
100_488	100	488	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Igfbp1
100_489	100	489	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Igfbp3
100_490	100	490	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Igfbp4
100_491	100	491	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Igfbp5
100_492	100	492	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Igfbp7
100_497	100	497	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Itih2
100_502	100	502	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Ktn1
100_506	100	506	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	LOC100911486
100_507	100	507	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	LOC100911615
100_508	100	508	*	*	SameComplex	Solid	*				*	*	*		Reactome	Apoa1	LOC103689965
100_518	100	518	*	*	SameComplex	Solid	*	*			*				Reactome	Apoa1	Lgals1
100_533	100	533	*	*	Others	Solid	*				*				Reactome	Apoa1	Lpl
100_535	100	535	*	*	Others	Solid	*				*				Reactome	Apoa1	Lrp1
100_536	100	536	*	*	Others	Solid	*				*				Reactome	Apoa1	Lrp10
100_537	100	537	*	*	Others	Solid	*				*				Reactome	Apoa1	Lrp12
100_538	100	538	*	*	Others	Solid	*				*				Reactome	Apoa1	Lrp2
100_539	100	539	*	*	Others	Solid	*				*				Reactome	Apoa1	Lrp8
100_540	100	540	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Ltbp1
100_550	100	550	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Mbtps1
100_554	100	554	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Men1
100_556	100	556	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Mfge8
100_557	100	557	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Mgat4a
100_561	100	561	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Msln
100_570	100	570	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Mxra8
100_601	100	601	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Notum
100_611	100	611	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Nucb1
100_620	100	620	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	P4hb
100_628	100	628	*	*	SameComplex	Solid	*	*			*				Reactome	Apoa1	Pcsk9
100_637	100	637	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Pdia6
100_774	100	774	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Prkcsh
100_775	100	775	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Proc
100_778	100	778	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Prss23
100_787	100	787	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Qsox1
100_789	100	789	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	RGD1309808
100_817	100	817	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Rcn1
100_848	848	100	*	*	SameComplex	Solid	*				*				Reactome	Sdc1	Apoa1
100_849	849	100	*	*	SameComplex	Solid	*				*				Reactome	Sdc2	Apoa1
100_850	850	100	*	*	SameComplex	Solid	*				*				Reactome	Sdc3	Apoa1
100_851	851	100	*	*	SameComplex	Solid	*				*				Reactome	Sdc4	Apoa1
100_858	100	858	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Serpina1
100_859	100	859	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Serpina10
100_860	100	860	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Serpinc1
100_861	100	861	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Serpind1
100_895	100	895	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Sparcl1
100_896	100	896	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Spp1
100_897	100	897	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Spp2
100_902	100	902	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Stc2
100_912	100	912	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Tf
100_915	100	915	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Tgoln2
100_918	100	918	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Timp1
100_921	100	921	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Tmem132a
100_923	100	923	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Tnc
100_955	100	955	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Vcan
100_957	100	957	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Vwa1
100_958	100	958	*	*	SameComplex	Solid	*				*				Reactome	Apoa1	Wfs1
100_964	100	964	*	*	SameComplex	Solid	*				*	*			Reactome	Apoa1	CE(18:1)_feature1
100_980	980	100	*	*	Enzyme	Solid	*				*	*			Reactome, HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoa1
101_106	101	106	*	*	SameComplex	Solid					*				Reactome	Apoa2	Apoc3
101_848	848	101	*	*	SameComplex	Solid					*				Reactome	Sdc1	Apoa2
101_964	101	964	*	*	SameComplex	Solid					*	*			Reactome	Apoa2	CE(18:1)_feature1
101_980	980	101	*	*	SameComplex	Solid					*	*			Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoa2
102_106	102	106	*	*	SameComplex	Solid					*				Reactome	Apoa4	Apoc3
102_848	848	102	*	*	SameComplex	Solid					*				Reactome	Sdc1	Apoa4
102_964	102	964	*	*	SameComplex	Solid					*	*			Reactome	Apoa4	CE(18:1)_feature1
102_980	980	102	*	*	SameComplex	Solid					*	*			Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoa4
103_974	974	103	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Apoa5
103_980	980	103	*	*	Unknown	Solid					*	*			HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoa5
104_106	104	106	*	*	SameComplex	Solid					*				Reactome	Apob	Apoc3
104_848	848	104	*	*	SameComplex	Solid					*				Reactome	Sdc1	Apob
104_964	104	964	*	*	SameComplex	Solid					*	*			Reactome	Apob	CE(18:1)_feature1
104_980	104	980	*	*	SameComplex	Solid					*	*			Reactome	Apob	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
105_106	105	106	*	*	SameComplex	Solid					*				Reactome	Apoc2	Apoc3
105_848	848	105	*	*	SameComplex	Solid					*				Reactome	Sdc1	Apoc2
105_964	105	964	*	*	SameComplex	Solid					*	*			Reactome	Apoc2	CE(18:1)_feature1
105_980	980	105	*	*	SameComplex	Solid					*	*			Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoc2
106_107	106	107	*	*	SameComplex	Solid					*				Reactome	Apoc3	Apoe
106_1201	106	1201	*	*	SameComplex	Solid					*				Reactome	Apoc3	cholesterol
106_418	418	106	*	*	SameComplex	Solid					*				Reactome	Gpc1	Apoc3
106_419	419	106	*	*	SameComplex	Solid					*				Reactome	Gpc2	Apoc3
106_420	420	106	*	*	SameComplex	Solid					*				Reactome	Gpc3	Apoc3
106_421	421	106	*	*	SameComplex	Solid					*				Reactome	Gpc4	Apoc3
106_423	423	106	*	*	SameComplex	Solid					*				Reactome	Gpc6	Apoc3
106_533	106	533	*	*	Others	Solid					*				Reactome	Apoc3	Lpl
106_535	106	535	*	*	Others	Solid					*				Reactome	Apoc3	Lrp1
106_536	106	536	*	*	Others	Solid					*				Reactome	Apoc3	Lrp10
106_537	106	537	*	*	Others	Solid					*				Reactome	Apoc3	Lrp12
106_538	106	538	*	*	Others	Solid					*				Reactome	Apoc3	Lrp2
106_539	106	539	*	*	Others	Solid					*				Reactome	Apoc3	Lrp8
106_848	848	106	*	*	SameComplex	Solid					*				Reactome	Sdc1	Apoc3
106_849	849	106	*	*	SameComplex	Solid					*				Reactome	Sdc2	Apoc3
106_850	850	106	*	*	SameComplex	Solid					*				Reactome	Sdc3	Apoc3
106_851	851	106	*	*	SameComplex	Solid					*				Reactome	Sdc4	Apoc3
106_964	106	964	*	*	SameComplex	Solid					*	*			Reactome	Apoc3	CE(18:1)_feature1
106_980	980	106	*	*	Transporter	Solid					*	*			Reactome, HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoc3
107_848	848	107	*	*	SameComplex	Solid					*				Reactome	Sdc1	Apoe
107_964	107	964	*	*	SameComplex	Solid					*	*			Reactome	Apoe	CE(18:1)_feature1
107_980	980	107	*	*	SameComplex	Solid					*	*			Reactome	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Apoe
10_966	966	10	*	*	Enzyme	Solid					*	*	*	*	KEGG, HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Aadac
10_980	980	10	*	*	Enzyme	Solid					*	*			KEGG	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Aadac
110_1277	110	1277	*	*	SameComplex	Solid							*	*	Reactome	Apom	vitamin A
112_1222	1222	112	*	*	Enzyme	Solid	*								HMDB	Guanine	Aprt
112_1381	1381	112	*	*	Enzyme	Solid	*	*					*		HMDB	GMP	Aprt
114_974	974	114	*	*	Unknown	Solid	*				*				HMDB	PC(36:3)_feature5	Arfgap1
117_966	966	117	*	*	Unknown	Solid	*				*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Arhgap29
118_1381	1381	118	*	*	Enzyme	Solid	*	*					*		HMDB	GMP	Arhgef1
1194_1212	1194	1212	*	*	SameComplex	Solid	*	*							Reactome	Adenosine	2'-deoxyadenosine
1194_1223	1194	1223	*	*	SameComplex	Solid						*			Reactome	Adenosine	guanosine
1194_1243	1194	1243	*	*	Metabolic Transformation	Solid	*	*	*	*		*		*	Reactome	Adenosine	Inosine
1197_1228	1197	1228	*	*	Metabolic Transformation	Solid					*				KEGG	beta-Alanine	Glutamic acid
1197_1241	1241	1197	*	*	Metabolic Transformation	Solid	*				*				KEGG	Aspartic acid	beta-Alanine
1197_1494	1494	1197	*	*	Metabolic Transformation	Solid		*							KEGG	beta-guanidinopropionate	beta-Alanine
119_1381	1381	119	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Arhgef10l
11_1228	1228	11	*	*	Enzyme	Solid					*				HMDB	Glutamic acid	Aadat
1201_1388	1201	1388	*	*	Metabolic Transformation	Solid				*					KEGG	cholesterol	coenzyme A
1203_1208	1208	1203	*	*	Metabolic Transformation	Solid			*	*			*		KEGG	citrate+isocitrate	cis-aconitate
1203_1242	1242	1203	*	*	Metabolic Transformation	Solid		*	*	*			*	*	KEGG	Isocitrate	cis-aconitate
1205_1260	1205	1260	*	*	Metabolic Transformation	Solid	*								KEGG	CTP	phosphoenolpyruvate
1205_1265	1265	1205	*	*	Metabolic Transformation	Solid	*	*				*	*	*	KEGG	UTP	CTP
1205_1284	1284	1205	*	*	Metabolic Transformation	Solid	*		*	*	*				KEGG	Glutamine	CTP
1205_1326	1205	1326	*	*	Metabolic Transformation	Solid	*								KEGG	CTP	fructose 1,6-biphosphate
1205_1404	1404	1205	*	*	Metabolic Transformation	Solid	*								KEGG	CDP	CTP
1206_1212	1212	1206	*	*	SameComplex	Solid	*	*							Reactome	2'-deoxyadenosine	deoxyguanosine
1206_1222	1222	1206	*	*	Metabolic Transformation	Solid	*								Reactome	Guanine	deoxyguanosine
1206_1223	1223	1206	*	*	SameComplex	Solid						*			Reactome	guanosine	deoxyguanosine
1206_1243	1206	1243	*	*	SameComplex	Solid	*	*	*	*		*		*	Reactome	deoxyguanosine	Inosine
1207_1210	1207	1210	*	*	Metabolic Transformation	Solid	*	*			*				KEGG	sn-Glycero-3-phosphocholine	Choline
1207_1220	1207	1220	*	*	Metabolic Transformation	Solid					*				KEGG	sn-Glycero-3-phosphocholine	glycerol 3-phosphate
1207_1408	1207	1408	*	*	Metabolic Transformation	Solid					*				KEGG	sn-Glycero-3-phosphocholine	phosphocholine
1208_1242	1208	1242	*	*	Metabolic Transformation	Solid		*	*	*			*	*	KEGG	citrate+isocitrate	Isocitrate
120_1381	1381	120	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Arhgef11
1210_1251	1210	1251	*	*	Metabolic Transformation	Solid	*	*			*				KEGG	Choline	NADPH
1210_1302	1210	1302	*	*	Metabolic Transformation	Solid	*	*			*			*	Reactome, KEGG	Choline	acetylcholine
1210_1388	1210	1388	*	*	Metabolic Transformation	Solid	*	*		*	*				KEGG	Choline	coenzyme A
1210_1395	1210	1395	*	*	Metabolic Transformation	Solid	*	*			*				KEGG	Choline	NADH
1210_1408	1210	1408	*	*	Metabolic Transformation	Solid	*	*			*				KEGG	Choline	phosphocholine
1212_1223	1212	1223	*	*	SameComplex	Solid	*	*				*			Reactome	2'-deoxyadenosine	guanosine
1212_1243	1212	1243	*	*	Metabolic Transformation	Solid	*	*	*	*		*		*	Reactome	2'-deoxyadenosine	Inosine
1214_1228	1214	1228	*	*	Metabolic Transformation	Solid					*				KEGG	gamma-Amino-N-butyric-acid	Glutamic acid
1214_1248	1214	1248	*	*	Metabolic Transformation	Solid					*				KEGG	gamma-Amino-N-butyric-acid	Ornithine
1214_1439	1439	1214	*	*	Metabolic Transformation	Solid					*				KEGG	4-guanidinobutanoate	gamma-Amino-N-butyric-acid
1216_1382	1382	1216	*	*	Metabolic Transformation	Solid	*								KEGG	hexose phosphate	Glucose
1217_1219	1217	1219	*	*	Metabolic Transformation	Solid			*	*					KEGG	Glycine	Glutathione
1217_1228	1217	1228	*	*	Metabolic Transformation	Solid					*				KEGG	Glycine	Glutamic acid
1217_1388	1217	1388	*	*	Metabolic Transformation	Solid				*					KEGG	Glycine	coenzyme A
1218_1228	1218	1228	*	*	Metabolic Transformation	Solid	*				*				KEGG	fructose 6-phosphate	Glutamic acid
1218_1274	1218	1274	*	*	Metabolic Transformation	Solid	*								KEGG	fructose 6-phosphate	UDP
1218_1326	1326	1218	*	*	Metabolic Transformation	Solid	*								KEGG	fructose 1,6-biphosphate	fructose 6-phosphate
1218_1333	1333	1218	*	*	Metabolic Transformation	Solid	*								KEGG	glyceraldehyde-3-phosphate	fructose 6-phosphate
1218_1365	1218	1365	*	*	Metabolic Transformation	Solid	*								KEGG	fructose 6-phosphate	erythrose 4-phosphate
1218_1382	1382	1218	*	*	Metabolic Transformation	Solid	*								KEGG	hexose phosphate	fructose 6-phosphate
1218_1403	1403	1218	*	*	Metabolic Transformation	Solid	*								KEGG	dATP	fructose 6-phosphate
1218_1404	1218	1404	*	*	Metabolic Transformation	Solid	*								KEGG	fructose 6-phosphate	CDP
1218_1561	1561	1218	*	*	Metabolic Transformation	Solid	*								KEGG	sedoheptulose-7-phosphate	fructose 6-phosphate
1219_1228	1219	1228	*	*	Metabolic Transformation	Solid			*	*	*				KEGG	Glutathione	Glutamic acid
1219_1251	1219	1251	*	*	Metabolic Transformation	Solid			*	*					KEGG	Glutathione	NADPH
1219_1261	1219	1261	*	*	Metabolic Transformation	Solid			*	*					KEGG	Glutathione	pyroglutamate
1219_1395	1219	1395	*	*	Metabolic Transformation	Solid			*	*					KEGG	Glutathione	NADH
1219_1435	1435	1219	*	*	Metabolic Transformation	Solid			*	*			*		KEGG	oxidized glutathione	Glutathione
121_1381	1381	121	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Arhgef12
1220_1388	1220	1388	*	*	Metabolic Transformation	Solid				*					KEGG	glycerol 3-phosphate	coenzyme A
1220_1393	1220	1393	*	*	Metabolic Transformation	Solid	*								KEGG	glycerol 3-phosphate	dihydroxyacetone phosphate
1222_1223	1222	1223	*	*	Metabolic Transformation	Solid	*					*			Reactome, KEGG	Guanine	guanosine
1222_1231	1222	1231	*	*	SameComplex	Solid	*								Reactome	Guanine	Hypoxanthine
1222_1271	1222	1271	*	*	Metabolic Transformation	Solid	*								Reactome, KEGG	Guanine	Xanthine
1222_1381	1381	1222	*	*	Metabolic Transformation	Solid	*	*					*		KEGG	GMP	Guanine
1223_1243	1223	1243	*	*	SameComplex	Solid	*	*	*	*		*		*	Reactome	guanosine	Inosine
1223_1381	1381	1223	*	*	Metabolic Transformation	Solid	*	*				*	*		KEGG	GMP	guanosine
1224_1259	1259	1224	*	*	Metabolic Transformation	Solid							*		KEGG	Succinic acid	Fumaric acid
1228_1232	1232	1228	*	*	Metabolic Transformation	Solid					*				KEGG	Phenylalanine	Glutamic acid
1228_1233	1233	1228	*	*	Metabolic Transformation	Solid					*				KEGG	Alanine	Glutamic acid
1228_1241	1241	1228	*	*	Metabolic Transformation	Solid	*				*				KEGG	Aspartic acid	Glutamic acid
1228_1246	1246	1228	*	*	Metabolic Transformation	Solid					*				KEGG	Oxoglutaric acid	Glutamic acid
1228_1248	1248	1228	*	*	Metabolic Transformation	Solid					*				KEGG	Ornithine	Glutamic acid
1228_1251	1228	1251	*	*	Metabolic Transformation	Solid					*				KEGG	Glutamic acid	NADPH
1228_1261	1261	1228	*	*	Metabolic Transformation	Solid					*				KEGG	pyroglutamate	Glutamic acid
1228_1264	1228	1264	*	*	Metabolic Transformation	Solid					*				KEGG	Glutamic acid	PRPP
1228_1265	1265	1228	*	*	Metabolic Transformation	Solid	*	*			*	*	*	*	KEGG	UTP	Glutamic acid
1228_1281	1281	1228	*	*	Metabolic Transformation	Solid			*		*		*	*	KEGG	Cysteine	Glutamic acid
1228_1284	1284	1228	*	*	Metabolic Transformation	Solid			*	*	*				KEGG	Glutamine	Glutamic acid
1228_1288	1228	1288	*	*	Metabolic Transformation	Solid					*				KEGG	Glutamic acid	Methionine
1228_1301	1301	1228	*	*	Metabolic Transformation	Solid					*				KEGG	Valine	Glutamic acid
1228_1395	1228	1395	*	*	Metabolic Transformation	Solid					*				KEGG	Glutamic acid	NADH
1228_1406	1406	1228	*	*	Metabolic Transformation	Solid					*				KEGG	XMP	Glutamic acid
1228_1562	1562	1228	*	*	Metabolic Transformation	Solid					*				KEGG	alpha-Aminoadipic-acid	Glutamic acid
122_1381	1381	122	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Arhgef17
1231_1243	1231	1243	*	*	Metabolic Transformation	Solid	*	*	*	*		*		*	Reactome	Hypoxanthine	Inosine
1232_1284	1284	1232	*	*	Metabolic Transformation	Solid			*	*	*				KEGG	Glutamine	Phenylalanine
1233_1281	1281	1233	*	*	Metabolic Transformation	Solid			*				*	*	KEGG	Cysteine	Alanine
1234_1259	1234	1259	*	*	Metabolic Transformation	Solid							*		KEGG	Proline	Succinic acid
1234_1291	1234	1291	*	*	Metabolic Transformation	Solid							*	*	KEGG	Proline	Hydroxyproline
1235_1241	1235	1241	*	*	Metabolic Transformation	Solid	*				*				KEGG	Asparagine	Aspartic acid
1235_1284	1284	1235	*	*	Metabolic Transformation	Solid			*	*	*				KEGG	Glutamine	Asparagine
1237_1381	1237	1381	*	*	Metabolic Transformation	Solid	*	*					*		KEGG	IMP	GMP
1238_1300	1238	1300	*	*	Metabolic Transformation	Solid			*	*			*		KEGG	Histidine	histamine
123_1381	1381	123	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Arhgef18
1241_1251	1241	1251	*	*	Metabolic Transformation	Solid	*				*				KEGG	Aspartic acid	NADPH
1241_1296	1296	1241	*	*	Metabolic Transformation	Solid	*				*	*			KEGG	N-acetylaspartate	Aspartic acid
1241_1388	1241	1388	*	*	Metabolic Transformation	Solid	*			*	*				KEGG	Aspartic acid	coenzyme A
1241_1395	1241	1395	*	*	Metabolic Transformation	Solid	*				*				KEGG	Aspartic acid	NADH
1242_1246	1242	1246	*	*	Metabolic Transformation	Solid		*	*	*			*	*	KEGG	Isocitrate	Oxoglutaric acid
1242_1251	1242	1251	*	*	Metabolic Transformation	Solid		*	*	*			*	*	KEGG	Isocitrate	NADPH
1242_1395	1242	1395	*	*	Metabolic Transformation	Solid		*	*	*			*	*	KEGG	Isocitrate	NADH
1246_1259	1246	1259	*	*	Metabolic Transformation	Solid							*		KEGG	Oxoglutaric acid	Succinic acid
1246_1291	1246	1291	*	*	Metabolic Transformation	Solid							*	*	KEGG	Oxoglutaric acid	Hydroxyproline
1248_1279	1279	1248	*	*	Metabolic Transformation	Solid		*							KEGG	Arginine	Ornithine
124_966	966	124	*	*	Unknown	Solid					*		*	*	HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Arhgef2
1251_1277	1251	1277	*	*	Metabolic Transformation	Solid							*	*	Reactome, KEGG	NADPH	vitamin A
1251_1281	1281	1251	*	*	Metabolic Transformation	Solid			*				*	*	KEGG	Cysteine	NADPH
1251_1291	1291	1251	*	*	Metabolic Transformation	Solid							*	*	KEGG	Hydroxyproline	NADPH
1251_1309	1251	1309	*	*	Metabolic Transformation	Solid			*	*					KEGG	NADPH	trimethylamine-N-oxide
1251_1382	1382	1251	*	*	Metabolic Transformation	Solid	*								KEGG	hexose phosphate	NADPH
1251_1388	1388	1251	*	*	Metabolic Transformation	Solid				*					KEGG	coenzyme A	NADPH
1251_1426	1251	1426	*	*	Metabolic Transformation	Solid				*					KEGG	NADPH	CoA(6:0)
1255_1383	1255	1383	*	*	Metabolic Transformation	Solid						*	*		KEGG	NMN	Niacinamide
1256_1281	1281	1256	*	*	Metabolic Transformation	Solid			*				*	*	KEGG	Cysteine	pyruvate
1259_1339	1339	1259	*	*	Metabolic Transformation	Solid							*		KEGG	butyrobetaine	Succinic acid
1259_1348	1259	1348	*	*	Metabolic Transformation	Solid							*		KEGG	Succinic acid	GDP
125_1348	1348	125	*	*	Unknown	Solid	*								HMDB	GDP	Arhgef3
125_1381	1381	125	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Arhgef3
1260_1265	1265	1260	*	*	Metabolic Transformation	Solid	*	*				*	*	*	KEGG	UTP	phosphoenolpyruvate
1262_1388	1262	1388	*	*	Metabolic Transformation	Solid				*					KEGG	Sphinganine	coenzyme A
1262_1464	1262	1464	*	*	Metabolic Transformation	Solid			*						KEGG	Sphinganine	phytosphingosine
1264_1381	1381	1264	*	*	Metabolic Transformation	Solid	*	*					*		KEGG	GMP	PRPP
1264_1405	1405	1264	*	*	Metabolic Transformation	Solid	*								KEGG	ribose 5-phosphate	PRPP
1265_1267	1265	1267	*	*	Metabolic Transformation	Solid	*	*				*	*	*	KEGG	UTP	UMP
1265_1270	1265	1270	*	*	Metabolic Transformation	Solid	*	*				*	*	*	KEGG	UTP	UDP-N-acetylglucosamine
1265_1274	1265	1274	*	*	Metabolic Transformation	Solid	*	*				*	*	*	KEGG	UTP	UDP
1265_1326	1265	1326	*	*	Metabolic Transformation	Solid	*	*				*	*	*	KEGG	UTP	fructose 1,6-biphosphate
1266_1267	1266	1267	*	*	Metabolic Transformation	Solid							*		KEGG	UDP-glucose	UMP
1266_1274	1266	1274	*	*	Metabolic Transformation	Solid							*		KEGG	UDP-glucose	UDP
1266_1311	1266	1311	*	*	Metabolic Transformation	Solid							*		KEGG	UDP-glucose	UDP-glucuronate
1266_1395	1266	1395	*	*	Metabolic Transformation	Solid							*		KEGG	UDP-glucose	NADH
1268_1271	1271	1268	*	*	Metabolic Transformation	Solid					*				KEGG	Xanthine	Uric acid
126_1381	1381	126	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Arhgef37
1270_1274	1270	1274	*	*	Metabolic Transformation	Solid							*		KEGG	UDP-N-acetylglucosamine	UDP
1277_1388	1277	1388	*	*	Metabolic Transformation	Solid				*			*	*	KEGG	vitamin A	coenzyme A
1277_1395	1277	1395	*	*	Metabolic Transformation	Solid							*	*	KEGG	vitamin A	NADH
1277_1410	1410	1277	*	*	SameComplex	Solid							*	*	Reactome	retinoate	vitamin A
1279_1306	1279	1306	*	*	Metabolic Transformation	Solid		*							KEGG	Arginine	Citrulline
1279_1439	1279	1439	*	*	Metabolic Transformation	Solid		*							KEGG	Arginine	4-guanidinobutanoate
127_1381	1381	127	*	*	Unknown	Solid	*	*					*		HMDB	GMP	Arhgef6
1284_1381	1284	1381	*	*	Metabolic Transformation	Solid	*	*	*	*	*		*		KEGG	Glutamine	GMP
1289_1383	1383	1289	*	*	Metabolic Transformation	Solid	*	*				*	*		Reactome	Niacinamide	1-methylnicotinamide
