MappingID	Label_db	detected	SigNode	NodeType	Name_map	ChEBI	HMDB lip	KEGG	HMDB accession	Ensembl	Uniprot	8_adj pval	8_logFC	8_pval	8_log10p	8_diff	7_adj pval	7_logFC	7_pval	7_log10p	7_diff	6_adj pval	6_logFC	6_pval	6_log10p	6_diff	5_adj pval	5_logFC	5_pval	5_log10p	5_diff	4_adj pval	4_logFC	4_pval	4_log10p	4_diff	3_adj pval	3_logFC	3_pval	3_log10p	3_diff	2_adj pval	2_logFC	2_pval	2_log10p	2_diff	1_adj pval	1_logFC	1_pval	1_log10p	1_diff	MaxSig	Differential feature	Reaction.ID	Label_Sig8	Label_Sig7	Label_Sig6	Label_Sig5	Label_Sig4	Label_Sig3	Label_Sig2	Label_Sig1	Label_Sig	Color8	Color7	Color6	Color5	Color4	Color3	Color2	Color1	ColorAny	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny
Acat2	Acat2	*	*	GeneProduct	Acat2					ENSRNOG00000019189	Q5XI22	1	0.202973	0.5203444	0.283709114999031		1	0.6313482	0.0750757	1.12450060978206		1	0.04722014	0.9029879	0.0443180691753525		1	-0.1780429	0.6367685	0.196018428647501		0.1939924	0.7442447	6.174086e-05	4.20942732544263	*	1	0.3460434	0.08301124	1.08086309871455		1	0.5433448	0.002445228	2.61168063980199	*	1	0.4585546	0.008067847	2.09324234641438		4.20942732544263	*	R00238, R00927, R01177					Acat2		Acat2		Acat2	0.202973	0.6313482	0.04722014	-0.1780429	0.7442447	0.3460434	0.5433448	0.4585546	0.7442447	0.283709114999031	1.12450060978206	0.1	0.196018428647501	4.20942732544263	1.08086309871455	2.61168063980199	2.09324234641438	4.20942732544263
Ache	Ache	*		GeneProduct	Ache					ENSRNOG00000050841	P37136	1	0.09670312	0.6353526	0.19698518851156		1	-0.07149323	0.7565635	0.121154614842063		1	0.3382329	0.1751062	0.756698476542949		1	0.335392	0.1658012	0.780412330531871		1	-0.2023223	0.3649081	0.437816496333186		1	-0.1085561	0.6477119	0.188618123855696		1	-0.3667282	0.08880382	1.05156835213538		1	-0.2775951	0.1794733	0.746000151682651		-1.05156835213538		R01026										0.09670312	-0.07149323	0.3382329	0.335392	-0.2023223	-0.1085561	-0.3667282	-0.2775951	-0.3667282	0.19698518851156	0.121154614842063	0.756698476542949	0.780412330531871	0.437816496333186	0.188618123855696	1.05156835213538	0.746000151682651	1.05156835213538
Acly	Acly	*	*	GeneProduct	Acly					ENSRNOG00000016924	P16638	1	0.310668	0.2756083	0.559707707700834		1	0.3364259	0.2934264	0.532500814628631		1	-0.4058101	0.2449259	0.610965287425995		1	-0.07241817	0.8311656	0.0803124395116748		0.3877552	0.7967405	0.000162208	3.78992773045669	*	1	0.2583974	0.2528717	0.597099771768907		1	0.09127009	0.6536163	0.184677125827254		1	0.3365418	0.08606492	1.06517383060095		3.78992773045669	*	R00352					Acly				Acly	0.310668	0.3364259	-0.4058101	-0.07241817	0.7967405	0.2583974	0.09127009	0.3365418	0.7967405	0.559707707700834	0.532500814628631	0.610965287425995	0.1	3.78992773045669	0.597099771768907	0.184677125827254	1.06517383060095	3.78992773045669
Acnat1	Acnat1	*		GeneProduct	Acnat1					ENSRNOG00000056688		1	-0.1763051	0.554447	0.256139962062415		1	0.03503373	0.9167536	0.0377473759328737		1	-0.8105635	0.02733629	1.5632604269247		1	-0.185503	0.6020874	0.220340461262757		1	-0.01556655	0.8503968	0.0703783827097795		1	0.001927487	0.9825702	0.00763641155456044		1	0.08955173	0.2592373	0.586302510445269		1	0.05456802	0.475842	0.322537227781672		-1.5632604269247		R01274, R03718, R03720, R03974, R07296, R08174, R08175, R08176, R08177, R08178, R08179, R08180, R08181, R08182, R08183, R08744, R08745, R09450										-0.1763051	0.03503373	-0.8105635	-0.185503	-0.01556655	0.001927487	0.08955173	0.05456802	-0.8105635	0.256139962062415	0.1	1.5632604269247	0.220340461262757	0.1	0.1	0.586302510445269	0.322537227781672	1.5632604269247
Acnat2	Acnat2	*		GeneProduct	Acnat2					ENSRNOG00000051912	Q5FVR5	1	-0.4155141	0.1334483	0.874686954325494		1	0.1258491	0.684375	0.164705863479788		1	-0.3980743	0.2428527	0.614657063743003		1	-0.05185969	0.8747753	0.0581034881231356		1	0.05981865	0.5358417	0.270963491968571		1	-0.04735842	0.6467735	0.189247782580634		1	0.10642	0.2522109	0.598236148105686		1	-0.01426356	0.873609	0.0586829004747279		-0.874686954325494		R01274, R03718, R03720, R03974, R07296, R08174, R08175, R08176, R08177, R08178, R08179, R08180, R08181, R08182, R08183, R08744, R08745, R09450										-0.4155141	0.1258491	-0.3980743	-0.05185969	0.05981865	-0.04735842	0.10642	-0.01426356	-0.4155141	0.874686954325494	0.164705863479788	0.614657063743003	0.1	0.270963491968571	0.189247782580634	0.598236148105686	0.1	0.874686954325494
Aco1	Aco1	*		GeneProduct	Aco1					ENSRNOG00000005849	Q63270	1	-0.008208441	0.8863181	0.0524103816334438		1	-0.02393108	0.7108138	0.14824414923242		1	-0.1022435	0.1464522	0.834304099976348		1	-0.02843554	0.6779189	0.168822258034373		1	-0.1487666	0.03377126	1.47145273560862		1	-0.0740189	0.3229496	0.490865249030416		1	-0.004960667	0.9412949	0.0262742943427363		1	0.003419931	0.9579895	0.0186392509601301		-1.47145273560862		R01324, R01325, R01900										-0.008208441	-0.02393108	-0.1022435	-0.02843554	-0.1487666	-0.0740189	-0.004960667	0.003419931	-0.1487666	0.1	0.14824414923242	0.834304099976348	0.168822258034373	1.47145273560862	0.490865249030416	0.1	0.1	1.47145273560862
Aco2	Aco2	*		GeneProduct	Aco2					ENSRNOG00000024128	Q9ER34	1	-0.1361182	0.05331192	1.27317567631222		1	-0.01113451	0.888087	0.051544487184057		1	0.03210084	0.7099002	0.14880270147215		1	0.06263134	0.4555562	0.34145803835222		1	-0.08226847	0.3271256	0.485285467786682		1	-0.0410647	0.6472102	0.188954646882792		1	0.005937481	0.9413697	0.0262397845025201		1	0.02655886	0.7328567	0.13498093734168		-1.27317567631222		R01324, R01325, R01900										-0.1361182	-0.01113451	0.03210084	0.06263134	-0.08226847	-0.0410647	0.005937481	0.02655886	-0.1361182	1.27317567631222	0.1	0.14880270147215	0.34145803835222	0.485285467786682	0.188954646882792	0.1	0.13498093734168	1.27317567631222
Acot7	Acot7	*	*	GeneProduct	Acot7					ENSRNOG00000010580	Q64559	1	-0.1815631	0.05372338	1.26983667155859		1	-0.01255942	0.9051628	0.0432733028024874		1	-0.136356	0.2373928	0.624532457107157		1	-0.1178745	0.2927915	0.53344153538919		0.856614	-0.3673943	0.0005179538	3.28570897635492	*	1	-0.230598	0.04058747	1.39160801937215		1	-0.05937399	0.556158	0.254801811331193		1	-0.03976797	0.6820317	0.16619543939758		-3.28570897635492	*	R01274, R08174, R08175, R08176, R08177, R08178, R08179, R08180, R08181, R08182, R08183, R09450					Acot7				Acot7	-0.1815631	-0.01255942	-0.136356	-0.1178745	-0.3673943	-0.230598	-0.05937399	-0.03976797	-0.3673943	1.26983667155859	0.1	0.624532457107157	0.53344153538919	3.28570897635492	1.39160801937215	0.254801811331193	0.16619543939758	3.28570897635492
Acot8	Acot8	*		GeneProduct	Acot8					ENSRNOG00000015187	Q8VHK0	1	0.04282349	0.7249462	0.139694222270514		1	-0.01307363	0.9240958	0.0342830036124711		1	0.06631851	0.6591893	0.180989850747638		1	0.1403544	0.3353804	0.474462321636226		1	0.05943327	0.6311531	0.199865280343558		1	0.1422425	0.2795467	0.553545630145603		1	0.2585196	0.02860107	1.54361771909462		1	0.2076425	0.06848948	1.164376131118		1.54361771909462		R00227, R00407, R01274, R01358, R02083, R03974, R07296, R08174, R08175, R08176, R08177, R08178, R08179, R08180, R08181, R08182, R08183, R09450										0.04282349	-0.01307363	0.06631851	0.1403544	0.05943327	0.1422425	0.2585196	0.2076425	0.2585196	0.139694222270514	0.1	0.180989850747638	0.474462321636226	0.199865280343558	0.553545630145603	1.54361771909462	1.164376131118	1.54361771909462
Acox1	Acox1	*		GeneProduct	Acox1					ENSRNOG00000008755	P07872	1	-0.02290845	0.8352365	0.0781905351724858		1	-0.1997296	0.106603	0.972230573310265		1	-0.1665461	0.2169432	0.663653958112598		1	-0.02114547	0.8720334	0.0594668807120388		1	-0.08195329	0.2266197	0.644702339709098		1	-0.08649967	0.2327502	0.633109937161404		1	-0.1256388	0.05411602	1.26667415138702		1	-0.1036993	0.09915521	1.00368446133962		-1.26667415138702		R01175, R01279, R03777, R03857, R03990, R04751, R04754, R07888, R07892, R07896										-0.02290845	-0.1997296	-0.1665461	-0.02114547	-0.08195329	-0.08649967	-0.1256388	-0.1036993	-0.1997296	0.1	0.972230573310265	0.663653958112598	0.1	0.644702339709098	0.633109937161404	1.26667415138702	1.00368446133962	1.26667415138702
Acox3	Acox3	*	*	GeneProduct	Acox3					ENSRNOG00000008474	Q63448	0.005789337	0.2070052	7.327377e-07	6.13505146305256	*	1	-0.07831311	0.0971027	1.01276869410025		1	0.1363259	0.007953228	2.09945656718605		1	0.1568125	0.001674209	2.77619032777586	*	1	0.1751143	0.003590976	2.44478749743655	*	1	0.1215408	0.05872856	1.23115064774756		1	0.1564825	0.006837095	2.16512838562737		1	0.04253163	0.446159	0.350510341922826		6.13505146305256	*	R00388, R01175, R01279, R03777, R03857, R03990, R04751, R04754, R07888, R07892, R07896, R07934, R07950, R12356	Acox3			Acox3	Acox3				Acox3	0.2070052	-0.07831311	0.1363259	0.1568125	0.1751143	0.1215408	0.1564825	0.04253163	0.2070052	6.13505146305256	1.01276869410025	2.09945656718605	2.77619032777586	2.44478749743655	1.23115064774756	2.16512838562737	0.350510341922826	6.13505146305256
Acp3	Acp3			GeneProduct	Acp3																																																	R01010, R01227										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Acsf2	Acsf2	*	*	GeneProduct	Acsf2					ENSRNOG00000003330	Q499N5	0.1478273	0.4039952	4.293854e-05	4.36715272656776	*	1	0.2191206	0.04876606	1.31188233133443		1	0.3789945	0.001783633	2.74869450112097	*	1	0.1530268	0.1950594	0.709833116001958		0.001533267	0.7253047	1.526497e-07	6.81630404487644	*	1	0.3549115	0.01663564	1.77896048646202		1	0.3401978	0.01076903	1.96782341319405		0.4890054	0.4739294	0.0002254406	3.64696786837798	*	6.81630404487644	*	R00389, R01176	Acsf2		Acsf2		Acsf2			Acsf2	Acsf2	0.4039952	0.2191206	0.3789945	0.1530268	0.7253047	0.3549115	0.3401978	0.4739294	0.7253047	4.36715272656776	1.31188233133443	2.74869450112097	0.709833116001958	6.81630404487644	1.77896048646202	1.96782341319405	3.64696786837798	6.81630404487644
Acsm5	Acsm5	*	*	GeneProduct	Acsm5					ENSRNOG00000031211	Q6AYT9	1	-0.08993408	0.4582643	0.33888397412528		1	-0.01022651	0.940165	0.0267959205481043		1	-0.1962749	0.1862464	0.729912113077629		1	-0.09334703	0.5183193	0.28540261958523		1	-0.3168834	0.3196191	0.495367275738679		1	0.4679064	0.169216	0.77155857520251		1	0.9119527	0.002905109	2.5368375681926	*	1	0.4231157	0.1519361	0.818339025557227		2.5368375681926	*	R00389, R01176							Acsm5		Acsm5	-0.08993408	-0.01022651	-0.1962749	-0.09334703	-0.3168834	0.4679064	0.9119527	0.4231157	0.9119527	0.33888397412528	0.1	0.729912113077629	0.28540261958523	0.495367275738679	0.77155857520251	2.5368375681926	0.818339025557227	2.5368375681926
Adh1c	Adh1c			GeneProduct	Adh1c																																																	R02124, R08557, R08558										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Adh4	Adh4	*		GeneProduct	Adh4					ENSRNOG00000046357	Q64563	1	0.1809382	0.006690551	2.17453811445854		1	-0.0310015	0.679747	0.167652700454432		1	0.04762356	0.5605416	0.251392151168862		1	0.06374364	0.4231942	0.373460293064686		1	-0.03836791	0.6299927	0.200664482876713		1	0.1170903	0.1687577	0.772736402252678		1	-0.07189294	0.348204	0.458166244224002		1	-0.04184971	0.5709968	0.243366325635476		2.17453811445854		R02124, R08557, R08558										0.1809382	-0.0310015	0.04762356	0.06374364	-0.03836791	0.1170903	-0.07189294	-0.04184971	0.1809382	2.17453811445854	0.167652700454432	0.251392151168862	0.373460293064686	0.200664482876713	0.772736402252678	0.458166244224002	0.243366325635476	2.17453811445854
Adh5	Adh5			GeneProduct	Adh5																																																	R02124, R08557, R08558										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Adh6	Adh6	*		GeneProduct	Adh6					ENSRNOG00000012436	P06757	1	0.08234212	0.4322037	0.364311519538143		1	-0.1302265	0.2689932	0.570258698584225		1	-0.1283403	0.3175054	0.498248884008985		1	-0.1127156	0.3670454	0.435280214358189		1	0.009082421	0.935076	0.0291530896202506		1	0.02245872	0.8506158	0.0702665546233063		1	-0.07379483	0.4916871	0.308311185796291		1	-0.1275278	0.2177307	0.662080331176701		-0.662080331176701		R02124, R08557, R08558										0.08234212	-0.1302265	-0.1283403	-0.1127156	0.009082421	0.02245872	-0.07379483	-0.1275278	-0.1302265	0.364311519538143	0.570258698584225	0.498248884008985	0.435280214358189	0.1	0.1	0.308311185796291	0.662080331176701	0.662080331176701
Adh7	Adh7	*		GeneProduct	Adh7					ENSRNOG00000032959	P41682	1	0.2911508	0.05453632	1.26331417071441		1	-0.1131836	0.5074857	0.294576190850393		1	0.05157769	0.7813441	0.107157662896171		1	0.1020056	0.572555	0.242182788378107		1	-0.04896903	0.770655	0.113139999548127		1	-0.07274582	0.6857101	0.163859453652661		1	-0.1757172	0.27793	0.556064572577576		1	-0.1291114	0.407632	0.389731730264439		1.26331417071441		R02124, R08557, R08558										0.2911508	-0.1131836	0.05157769	0.1020056	-0.04896903	-0.07274582	-0.1757172	-0.1291114	0.2911508	1.26331417071441	0.294576190850393	0.107157662896171	0.242182788378107	0.113139999548127	0.163859453652661	0.556064572577576	0.389731730264439	1.26331417071441
Agmat	Agmat	*	*	GeneProduct	Agmat					ENSRNOG00000012315	Q0D2L3	1	0.250303	0.003134985	2.50376453280226	*	1	0.09155991	0.3372142	0.472094145637461		1	0.1568664	0.1315233	0.880997302953275		1	0.09248112	0.3605739	0.443005712711261		1	0.1213316	0.1241768	0.905959535988252		1	0.1200869	0.1542042	0.811903797413574		1	0.160939	0.03380148	1.4710642836939		1	0.1061059	0.1469638	0.83278962713165		2.50376453280226	*	R00551, R00913, R01990	Agmat								Agmat	0.250303	0.09155991	0.1568664	0.09248112	0.1213316	0.1200869	0.160939	0.1061059	0.250303	2.50376453280226	0.472094145637461	0.880997302953275	0.443005712711261	0.905959535988252	0.811903797413574	1.4710642836939	0.83278962713165	2.50376453280226
Agpat4	Agpat4	*		GeneProduct	Agpat4					ENSRNOG00000017731	Q924S1	1	-0.01831209	0.9468674	0.0237108356539665		1	-0.05200043	0.8660361	0.062464004398324		1	-0.4231846	0.2131123	0.671391483800721		1	0.03261461	0.9205183	0.0359675732544599		1	-0.3360608	0.3388493	0.469993407195127		1	-0.5301655	0.158842	0.799034653316191		1	-0.06016485	0.8555942	0.0677321681357279		1	-0.5159952	0.1119263	0.951067852677841		-0.951067852677841		R02241, R02760										-0.01831209	-0.05200043	-0.4231846	0.03261461	-0.3360608	-0.5301655	-0.06016485	-0.5159952	-0.5301655	0.1	0.1	0.671391483800721	0.1	0.469993407195127	0.799034653316191	0.1	0.951067852677841	0.951067852677841
Ak1	Ak1			GeneProduct	Ak1																																																	R00156, R00157, R00330, R00570										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Ak4	Ak4	*	*	GeneProduct	Ak4					ENSRNOG00000045738	Q9WUS0	1	-0.2025904	0.1331044	0.875807587920246		1	-0.005479537	0.9711512	0.0127131488627145		1	-0.385	0.01993836	1.70031056679877		1	-0.2237566	0.1641771	0.784687419915781		0.0652713	-0.3096226	1.474006e-05	4.83150074866042	*	1	-0.1577011	0.03835421	1.41618695819693		2.001035e-05	-0.4193859	1.085e-09	8.96457026181545	*	1	-0.06971655	0.2895942	0.538210140448714		-8.96457026181545	*	R00124, R00127, R00139, R00156, R00157, R00330, R00331, R00333, R00570, R00722, R01137, R01547, R01857, R02093, R02326, R02331, R03530, R11319, R11894, R11895, R12853					Ak4		Ak4		Ak4	-0.2025904	-0.005479537	-0.385	-0.2237566	-0.3096226	-0.1577011	-0.4193859	-0.06971655	-0.4193859	0.875807587920246	0.1	1.70031056679877	0.784687419915781	4.83150074866042	1.41618695819693	8.96457026181545	0.538210140448714	8.96457026181545
Ak8	Ak8			GeneProduct	Ak8																																																	R00156, R00330, R00570										0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
Akr1b1	Akr1b1	*		GeneProduct	Akr1b1					ENSRNOG00000009513	P07943	1	0.1039078	0.4098593	0.387365206013843		1	0.02491987	0.8615572	0.0647158838343965		1	0.2664678	0.09011338	1.04521072035557		1	0.2340751	0.1234606	0.908471616757732		1	0.2581202	0.1279296	0.893028958028314		1	0.09826875	0.5899483	0.229186045999413		1	0.05639365	0.7310884	0.136030106884776		1	0.008449773	0.9574839	0.0188685199180283		1.04521072035557		R01093, R01095, R08379										0.1039078	0.02491987	0.2664678	0.2340751	0.2581202	0.09826875	0.05639365	0.008449773	0.2664678	0.387365206013843	0.1	1.04521072035557	0.908471616757732	0.893028958028314	0.229186045999413	0.136030106884776	0.1	1.04521072035557
Akr1b7	Akr1b7	*	*	GeneProduct	Akr1b7					ENSRNOG00000009875	Q5RJP0	1	0.7399875	0.003625503	2.44063173117026	*	1	-0.1578018	0.5811362	0.235722070748499		1	0.6892054	0.02695916	1.56929364377797		1	0.458463	0.1305568	0.884200503193259		1	0.8157777	0.5867968	0.231512263175946		1	2.435973	0.1185982	0.925921902337689		1	-0.639577	0.6774132	0.169146344993857		1	0.9636092	0.4949734	0.305418139538397		2.44063173117026	*	R01036, R01041, R01093, R01095, R01431, R01758, R01759, R01787, R02531, R02577, R02819, R02820, R04285, R11764	Akr1b7								Akr1b7	0.7399875	-0.1578018	0.6892054	0.458463	0.8157777	2.435973	-0.639577	0.9636092	2.435973	2.44063173117026	0.235722070748499	1.56929364377797	0.884200503193259	0.231512263175946	0.925921902337689	0.169146344993857	0.305418139538397	2.44063173117026
Aldh7a1	Aldh7a1	*	*	GeneProduct	Aldh7a1					ENSRNOG00000014645	Q64057	1	0.1361398	0.003223238	2.4917076255238	*	1	-0.001206165	0.9814943	0.00811221820940031		1	0.009246156	0.8704593	0.060251530346351		1	0.03004562	0.5858223	0.232234100420529		1	0.01732349	0.7124929	0.147219459047431		1	0.1159322	0.02100069	1.67776643582467		1	0.002207371	0.9610782	0.0172412736771756		1	0.08861744	0.04199078	1.37684605804723		2.4917076255238	*	R00264, R00538, R00631, R00710, R00904, R01752, R01986, R02317, R02549, R02565, R02566, R02678, R02940, R02957, R03102, R03103, R03283, R03869, R04065, R04506, R04903, R05050, R05286, R06366, R08146, R11231, R11232	Aldh7a1								Aldh7a1	0.1361398	-0.001206165	0.009246156	0.03004562	0.01732349	0.1159322	0.002207371	0.08861744	0.1361398	2.4917076255238	0.1	0.1	0.232234100420529	0.147219459047431	1.67776643582467	0.1	1.37684605804723	2.4917076255238
