sorted_pairs	mappingID1	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1	SizeAny	source	Label1	Label2
1030_1298	1298	1030	*	*	Enzyme	Solid										KEGG	LPE(18:0)>LPE(18:0/0:0)_and_LPE(0:0/18:0)_feature1and2	Prdx6
1030_1302	1302	1030	*	*	Enzyme	Solid										KEGG	PC(36:3)_feature5	Prdx6
1030_1303	1303	1030	*	*	Enzyme	Solid										KEGG	PE(34:3)>PE(16:0_18:3)_feature2	Prdx6
1030_1674	1674	1030	*	*	Enzyme	Solid				*					*	KEGG	Glutathione	Prdx6
1030_1902	1902	1030	*	*	Enzyme	Solid										KEGG	coenzyme A	Prdx6
1030_1973	1973	1030	*	*	Enzyme	Solid										KEGG	oxidized glutathione	Prdx6
1031_1895	1895	1031	*	*	Unknown	Solid										HMDB	GMP	Preb
1032_1305	1305	1032	*	*	Unknown	Solid										HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Prex1
1032_1895	1895	1032	*	*	Unknown	Solid										HMDB	GMP	Prex1
1033_1895	1895	1033	*	*	Unknown	Solid										HMDB	GMP	Prex2
1034_1294	1034	1294	*	*	SameComplex	Solid										Reactome, HMDB	Prkca	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1
1038_1774	1774	1038	*	*	Enzyme	Solid										KEGG	Hydroxyproline	Prodh2
1039_1925	1925	1039	*	*	Enzyme	Solid	*								*	KEGG	ribose 5-phosphate	Prps1
103_1649	1649	103	*	*	Enzyme	Solid										KEGG	beta-Alanine	Agmat
103_1668	1668	103	*	*	Enzyme	Solid										KEGG	gamma-Amino-N-butyric-acid	Agmat
103_1714	1714	103	*	*	Enzyme	Solid										KEGG	Ornithine	Agmat
103_1754	1754	103	*	*	Enzyme	Solid										KEGG	Arginine	Agmat
103_1861	1861	103	*	*	Unknown	Solid	*	*		*					*	HMDB	spermine	Agmat
103_1862	1862	103	*	*	Unknown	Solid										HMDB	spermidine	Agmat
103_1899	1899	103	*	*	Unknown	Solid										HMDB	putrescine	Agmat
103_1981	1981	103	*	*	Enzyme	Solid										KEGG	4-guanidinobutanoate	Agmat
103_2079	2079	103	*	*	Enzyme	Solid										KEGG	beta-guanidinopropionate	Agmat
1042_1925	1925	1042	*	*	Enzyme	Solid	*								*	KEGG, HMDB	ribose 5-phosphate	Prps2
1044_1295	1295	1044	*	*	SameComplex	Solid										Reactome	HexCer(d42:0-OH)_M+H2CO2_feature1	Psap
1046_1895	1895	1046	*	*	Unknown	Solid										HMDB	GMP	Psd3
1047_1895	1895	1047	*	*	Unknown	Solid										HMDB	GMP	Psd4
1048_1302	1302	1048	*	*	Enzyme	Solid										Reactome, HMDB	PC(36:3)_feature5	Ptdss1
1048_1303	1303	1048	*	*	Enzyme	Solid										KEGG	PE(34:3)>PE(16:0_18:3)_feature2	Ptdss1
1048_1305	1305	1048	*	*	Enzyme	Solid										HMDB	PI(40:6)>PI(18:0_22:6)_feature1	Ptdss1
1048_1306	1306	1048	*	*	Enzyme	Solid										Reactome, KEGG	PS(40:5)_feature3	Ptdss1
1048_1663	1663	1048	*	*	Enzyme or transporter	Solid										Reactome	Choline	Ptdss1
1049_1303	1303	1049	*	*	Enzyme	Solid										Reactome, KEGG	PE(34:3)>PE(16:0_18:3)_feature2	Ptdss2
1049_1306	1306	1049	*	*	Enzyme	Solid										Reactome, KEGG	PS(40:5)_feature3	Ptdss2
104_1902	1902	104	*	*	Enzyme	Solid										HMDB	coenzyme A	Agpat1
104_1959	1959	104	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Agpat1
1050_1305	1305	1050	*	*	Enzyme	Solid										KEGG	PI(40:6)>PI(18:0_22:6)_feature1	Pten
1052_1774	1774	1052	*	*	Enzyme	Solid										KEGG	Hydroxyproline	Pycr2
1053_1694	1694	1053	*	*	Enzyme	Solid										KEGG	Proline	Pycr3
1053_1717	1717	1053	*	*	Enzyme	Solid										KEGG	NADPH	Pycr3
1053_1774	1774	1053	*	*	Enzyme	Solid										KEGG	Hydroxyproline	Pycr3
1053_1911	1911	1053	*	*	Enzyme	Solid					*		*		*	KEGG	NADH	Pycr3
1055_1686	1686	1055	*	*	Enzyme	Solid										KEGG, HMDB	Glutamic acid	Qrsl1
1055_1760	1760	1055	*	*	Enzyme	Solid										KEGG, HMDB	Glutamine	Qrsl1
1057_1678	1678	1057	*	*	Enzyme	Solid										KEGG	Guanine	Qtrt1
105_1902	1902	105	*	*	Enzyme	Solid										HMDB	coenzyme A	Agpat2
105_1959	1959	105	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Agpat2
1069_1895	1895	1069	*	*	Unknown	Solid										HMDB	GMP	Rab3il1
106_1902	1902	106	*	*	Enzyme	Solid										HMDB	coenzyme A	Agpat3
106_1959	1959	106	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Agpat3
1073_1852	1852	1073	*	*	Unknown	Solid										HMDB	GDP	Rab5b
1073_1895	1895	1073	*	*	Unknown	Solid										HMDB	GMP	Rab5b
1076_1895	1895	1076	*	*	Unknown	Solid										HMDB	GMP	Rac1
1077_1895	1895	1077	*	*	Unknown	Solid										HMDB	GMP	Rac2
1079_1852	1852	1079	*	*	Enzyme	Solid										KEGG	GDP	Ralb
107_1902	1902	107	*	*	Enzyme	Solid										KEGG, HMDB	coenzyme A	Agpat4
107_1959	1959	107	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Agpat4
1080_1674	1674	1080	*	*	Unknown	Solid				*					*	HMDB	Glutathione	Ralbp1
1083_1895	1895	1083	*	*	Unknown	Solid										HMDB	GMP	Ralgps1
1084_1895	1895	1084	*	*	Unknown	Solid										HMDB	GMP	Ralgps2
1085_1895	1895	1085	*	*	Unknown	Solid										HMDB	GMP	Ranbp3
1088_1895	1895	1088	*	*	Unknown	Solid										HMDB	GMP	Rapgef3
1089_1852	1852	1089	*	*	Unknown	Solid										HMDB	GDP	Rapgef4
1089_1895	1895	1089	*	*	Unknown	Solid										HMDB	GMP	Rapgef4
108_1902	1902	108	*	*	Enzyme	Solid										HMDB	coenzyme A	Agpat5
108_1959	1959	108	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Agpat5
1090_1895	1895	1090	*	*	Unknown	Solid										HMDB	GMP	Rapgef5
1091_1895	1895	1091	*	*	Unknown	Solid										HMDB	GMP	Rapgef6
1095_1895	1895	1095	*	*	Unknown	Solid										HMDB	GMP	Rasgef1b
1097_1294	1294	1097	*	*	Unknown	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Rasgrp1
1098_1294	1294	1098	*	*	Unknown	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Rasgrp2
1099_1294	1294	1099	*	*	Unknown	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Rasgrp3
1099_1895	1895	1099	*	*	Unknown	Solid										HMDB	GMP	Rasgrp3
109_1142	109	1142	*	*	SameComplex	Solid										Reactome	Agrn	Sdc1
109_1292	109	1292	*	*	SameComplex	Solid					*				*	Reactome	Agrn	CE(18:1)_feature1
109_1308	109	1308	*	*	SameComplex	Solid					*				*	Reactome	Agrn	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
109_156	109	156	*	*	SameComplex	Solid										Reactome	Agrn	Apoa1
109_162	109	162	*	*	SameComplex	Solid										Reactome	Agrn	Apoc3
10_156	156	10	*	*	SameComplex	Solid										Reactome	Apoa1	AABR07058476.1
1100_1294	1294	1100	*	*	Unknown	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Rasgrp4
1103_1748	1748	1103	*	*	SameComplex	Solid										Reactome	vitamin A	Rbp1
1104_1239	1104	1239	*	*	SameComplex	Solid										Reactome	Rbp4	Ttr
1104_1748	1748	1104	*	*	SameComplex	Solid										Reactome	vitamin A	Rbp4
1105_1895	1895	1105	*	*	Enzyme	Solid										HMDB	GMP	Rcc2
1107_1295	1295	1107	*	*	Enzyme	Solid										HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Rdh10
1107_1748	1748	1107	*	*	Enzyme	Solid										KEGG, HMDB	vitamin A	Rdh10
1108_1748	1748	1108	*	*	Enzyme	Solid										KEGG	vitamin A	Rdh16
1109_1748	1748	1109	*	*	Enzyme	Solid										KEGG, HMDB	vitamin A	Retsat
1109_1858	1858	1109	*	*	Unknown	Solid										HMDB	FAD	Retsat
110_1686	1686	110	*	*	Enzyme	Solid										KEGG	Glutamic acid	Agxt
1112_1895	1895	1112	*	*	Unknown	Solid										HMDB	GMP	Rhoq
1113_1895	1895	1113	*	*	Enzyme	Solid										HMDB	GMP	Rhou
1114_1895	1895	1114	*	*	Unknown	Solid										HMDB	GMP	Ric8a
1115_1895	1895	1115	*	*	Unknown	Solid										HMDB	GMP	Ric8b
1117_1895	1895	1117	*	*	Unknown	Solid		*							*	HMDB	GMP	Rin1
1118_1895	1895	1118	*	*	Unknown	Solid										HMDB	GMP	Rin2
1119_1895	1895	1119	*	*	Unknown	Solid										HMDB	GMP	Rin3
111_1686	1686	111	*	*	Enzyme	Solid										KEGG	Glutamic acid	Agxt2
1120_1726	1726	1120	*	*	Enzyme	Solid										KEGG	Succinic acid	Riox1
1121_1710	1710	1121	*	*	Enzyme	Solid										KEGG	Oxoglutaric acid	Riox2
1121_1726	1726	1121	*	*	Enzyme	Solid										KEGG	Succinic acid	Riox2
1122_1895	1895	1122	*	*	Unknown	Solid										HMDB	GMP	Rit1
1124_1294	1294	1124	*	*	Unknown	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Rock1
1125_1294	1294	1125	*	*	Unknown	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Rock2
1126_1895	1895	1126	*	*	Unknown	Solid										HMDB	GMP	Rp2
1127_1895	1895	1127	*	*	Unknown	Solid								*	*	HMDB	GMP	RragB
1128_1895	1895	1128	*	*	Unknown	Solid										HMDB	GMP	Rraga
1129_1895	1895	1129	*	*	Unknown	Solid										HMDB	GMP	Rragc
1130_1895	1895	1130	*	*	Unknown	Solid										HMDB	GMP	Rragd
1132_1305	1305	1132	*	*	Enzyme	Solid										KEGG	PI(40:6)>PI(18:0_22:6)_feature1	Sacm1l
1134_1858	1858	1134	*	*	Unknown	Solid										HMDB	FAD	Sardh
1134_1861	1861	1134	*	*	Unknown	Solid	*	*		*					*	HMDB	spermine	Sardh
1135_1843	1843	1135	*	*	Enzyme	Solid										KEGG	ADP-ribose	Sarm1
1135_1897	1897	1135	*	*	Enzyme	Solid										KEGG	Niacinamide	Sarm1
1136_1861	1861	1136	*	*	Enzyme	Solid	*	*		*					*	HMDB	spermine	Sat1
1136_1902	1902	1136	*	*	Enzyme	Solid										HMDB	coenzyme A	Sat1
1137_1861	1861	1137	*	*	Enzyme	Solid	*	*		*					*	HMDB	spermine	Sat2
1137_1902	1902	1137	*	*	Enzyme	Solid										HMDB	coenzyme A	Sat2
113_1734	1734	113	*	*	Enzyme	Solid										KEGG	UTP	Ak3
1140_1303	1303	1140	*	*	Enzyme or transporter	Solid										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	Sco1
1141_1902	1902	1141	*	*	Enzyme	Solid										KEGG	coenzyme A	Scp2
1141_1959	1959	1141	*	*	Enzyme	Solid										KEGG	CoA(6:0)	Scp2
1142_1143	1142	1143	*	*	SameComplex	Solid										Reactome	Sdc1	Sdc2
1142_1144	1142	1144	*	*	SameComplex	Solid										Reactome	Sdc1	Sdc3
1142_1145	1142	1145	*	*	SameComplex	Solid										Reactome	Sdc1	Sdc4
1142_1269	1142	1269	*	*	SameComplex	Solid										Reactome	Sdc1	Vcan
1142_1275	1142	1275	*	*	Others	Solid										Reactome	Sdc1	Xylt1
1142_1276	1142	1276	*	*	Others	Solid										Reactome	Sdc1	Xylt2
1142_1292	1142	1292	*	*	SameComplex	Solid					*				*	Reactome	Sdc1	CE(18:1)_feature1
1142_1308	1142	1308	*	*	SameComplex	Solid					*				*	Reactome	Sdc1	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1142_1654	1142	1654	*	*	SameComplex	Solid										Reactome	Sdc1	cholesterol
1143_1292	1143	1292	*	*	SameComplex	Solid					*				*	Reactome	Sdc2	CE(18:1)_feature1
1143_1308	1143	1308	*	*	SameComplex	Solid					*				*	Reactome	Sdc2	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1144_1292	1144	1292	*	*	SameComplex	Solid					*				*	Reactome	Sdc3	CE(18:1)_feature1
1144_1308	1144	1308	*	*	SameComplex	Solid					*				*	Reactome	Sdc3	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1145_1292	1145	1292	*	*	SameComplex	Solid					*				*	Reactome	Sdc4	CE(18:1)_feature1
1145_1308	1145	1308	*	*	SameComplex	Solid					*				*	Reactome	Sdc4	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3
1146_1726	1726	1146	*	*	Enzyme	Solid										KEGG, HMDB	Succinic acid	Sdha
1146_1858	1858	1146	*	*	Unknown	Solid										HMDB	FAD	Sdha
1147_1726	1726	1147	*	*	Enzyme	Solid										KEGG, HMDB	Succinic acid	Sdhb
1147_1858	1858	1147	*	*	Unknown	Solid										HMDB	FAD	Sdhb
1148_1726	1726	1148	*	*	Unknown	Solid										HMDB	Succinic acid	Sdhc
1148_1858	1858	1148	*	*	Unknown	Solid										HMDB	FAD	Sdhc
1149_1686	1686	1149	*	*	Enzyme	Solid										KEGG	Glutamic acid	Sdsl
114_1658	1658	114	*	*	Enzyme	Solid										KEGG	CTP	Ak4
114_1734	1734	114	*	*	Enzyme	Solid										KEGG	UTP	Ak4
114_1743	1743	114	*	*	Enzyme	Solid										KEGG	UDP	Ak4
114_1807	1807	114	*	*	Enzyme	Solid										KEGG	dCTP	Ak4
114_1852	1852	114	*	*	Enzyme	Solid										KEGG	GDP	Ak4
114_1881	1881	114	*	*	Enzyme	Solid										KEGG	dTTP	Ak4
114_1922	1922	114	*	*	Enzyme	Solid										KEGG	dATP	Ak4
114_1924	1924	114	*	*	Enzyme	Solid										KEGG	CDP	Ak4
1150_1294	1294	1150	*	*	Enzyme or transporter	Solid										Reactome	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Selenoi
1150_1303	1303	1150	*	*	Enzyme or transporter	Solid										Reactome	PE(34:3)>PE(16:0_18:3)_feature2	Selenoi
1151_1674	1674	1151	*	*	Enzyme	Solid				*					*	KEGG	Glutathione	Selenot
1151_1756	1756	1151	*	*	Enzyme	Solid			*				*	*	*	KEGG	Cysteine	Selenot
1152_1895	1895	1152	*	*	Unknown	Solid										HMDB	GMP	Sergef
1159_1294	1294	1159	*	*	Enzyme	Solid										Reactome, KEGG, HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Sgms1
1159_1302	1302	1159	*	*	Enzyme	Solid										Reactome, KEGG, HMDB	PC(36:3)_feature5	Sgms1
1159_1307	1307	1159	*	*	Enzyme	Solid										Reactome, KEGG, HMDB	SM(d34:1)	Sgms1
1160_1294	1294	1160	*	*	Enzyme	Solid										Reactome, KEGG, HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Sgms2
1160_1302	1302	1160	*	*	Enzyme	Solid										Reactome, KEGG, HMDB	PC(36:3)_feature5	Sgms2
1160_1307	1307	1160	*	*	Enzyme	Solid										Reactome, KEGG, HMDB	SM(d34:1)	Sgms2
1162_1897	1897	1162	*	*	Enzyme	Solid										KEGG	Niacinamide	Sirt2
1163_1897	1897	1163	*	*	Enzyme	Solid										KEGG	Niacinamide	Sirt4
1164_1897	1897	1164	*	*	Enzyme	Solid										KEGG	Niacinamide	Sirt5
1165_1754	1754	1165	*	*	Unknown	Solid										HMDB	Arginine	Sirt6
1165_1897	1897	1165	*	*	Unknown	Solid										HMDB	Niacinamide	Sirt6
1166_1897	1897	1166	*	*	Enzyme	Solid										KEGG	Niacinamide	Sirt7
1167_1726	1726	1167	*	*	Unknown	Solid										HMDB	Succinic acid	Slc13a3
1168_1638	1638	1168	*	*	Transporter	Solid										HMDB	ketoisovalerate	Slc16a1
1168_1686	1686	1168	*	*	Transporter	Solid										HMDB	Glutamic acid	Slc16a1
1168_1722	1722	1168	*	*	Transporter	Solid										HMDB	pyruvate	Slc16a1
1169_1649	1649	1169	*	*	Transporter	Solid										HMDB	beta-Alanine	Slc16a10
1169_1672	1672	1169	*	*	Transporter	Solid										HMDB	Glycine	Slc16a10
1169_1686	1686	1169	*	*	Transporter	Solid										HMDB	Glutamic acid	Slc16a10
1169_1693	1693	1169	*	*	Transporter	Solid										HMDB	Alanine	Slc16a10
1169_1694	1694	1169	*	*	Transporter	Solid										HMDB	Proline	Slc16a10
1169_1700	1700	1169	*	*	Transporter	Solid										HMDB	Histidine	Slc16a10
1169_1704	1704	1169	*	*	Transporter	Solid										HMDB	Aspartic acid	Slc16a10
1169_1722	1722	1169	*	*	Transporter	Solid										HMDB	pyruvate	Slc16a10
1169_1756	1756	1169	*	*	Transporter	Solid			*				*	*	*	HMDB	Cysteine	Slc16a10
1169_1760	1760	1169	*	*	Transporter	Solid										HMDB	Glutamine	Slc16a10
1169_1799	1799	1169	*	*	Transporter	Solid										HMDB	Tryptophan	Slc16a10
1171_1663	1663	1171	*	*	Transporter	Solid										HMDB	Choline	Slc22a1
1171_1861	1861	1171	*	*	Transporter	Solid	*	*		*					*	HMDB	spermine	Slc22a1
1172_1766	1766	1172	*	*	Transporter	Solid										HMDB	glutarate	Slc22a7
1173_1686	1686	1173	*	*	Enzyme	Solid										HMDB	Glutamic acid	Slc25a22
1174_1294	1294	1174	*	*	Transporter	Solid										HMDB	DG(36:5)>DG(18:2_18:3_0:0)_M+NH3_feature1	Slc27a1
1174_1308	1308	1174	*	*	Transporter	Solid					*				*	HMDB	TG(58:7)>TG(18:0_18:1_22:6)_M+NH3_feature3	Slc27a1
1174_1780	1780	1174	*	*	Transporter	Solid							*		*	HMDB	FA(14:0)	Slc27a1
1174_1902	1902	1174	*	*	Enzyme	Solid										KEGG	coenzyme A	Slc27a1
1174_1959	1959	1174	*	*	Transporter	Solid										HMDB	CoA(6:0)	Slc27a1
1175_1292	1292	1175	*	*	Enzyme	Solid					*				*	KEGG	CE(18:1)_feature1	Slc27a2
1175_1902	1902	1175	*	*	Enzyme	Solid										KEGG, HMDB	coenzyme A	Slc27a2
1175_1959	1959	1175	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Slc27a2
1176_1780	1780	1176	*	*	Enzyme	Solid							*		*	HMDB	FA(14:0)	Slc27a3
1176_1959	1959	1176	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Slc27a3
1177_1780	1780	1177	*	*	Enzyme	Solid							*		*	HMDB	FA(14:0)	Slc27a4
1177_1959	1959	1177	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Slc27a4
1178_1292	1292	1178	*	*	Enzyme	Solid					*				*	KEGG	CE(18:1)_feature1	Slc27a5
1178_1716	1716	1178	*	*	Enzyme	Solid						*	*		*	KEGG	FA(16:0)	Slc27a5
1178_1854	1854	1178	*	*	Enzyme	Solid										HMDB	Acetyl-CoA	Slc27a5
1178_1902	1902	1178	*	*	Enzyme	Solid										KEGG, HMDB	coenzyme A	Slc27a5
1178_1959	1959	1178	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Slc27a5
1178_2016	2016	1178	*	*	Enzyme	Solid										HMDB	CoA(20:0)	Slc27a5
1179_1700	1700	1179	*	*	Transporter	Solid										HMDB	Histidine	Slc38a3
1179_1760	1760	1179	*	*	Transporter	Solid										HMDB	Glutamine	Slc38a3
117_1684	1684	117	*	*	Enzyme	Solid										KEGG	hexose	Akr1b1
117_1748	1748	117	*	*	Enzyme	Solid										KEGG	vitamin A	Akr1b1
1180_1754	1754	1180	*	*	Unknown	Solid										HMDB	Arginine	Slc3a2
1180_1756	1756	1180	*	*	Unknown	Solid			*				*	*	*	HMDB	Cysteine	Slc3a2
1181_1663	1663	1181	*	*	Enzyme or transporter	Solid										Reactome	Choline	Slc44a1
1182_1663	1663	1182	*	*	Enzyme or transporter	Solid										Reactome	Choline	Slc44a2
1183_1663	1663	1183	*	*	Enzyme or transporter	Solid					*				*	Reactome, HMDB	Choline	Slc44a3
1184_1663	1663	1184	*	*	Enzyme or transporter	Solid										Reactome	Choline	Slc44a4
1186_1756	1756	1186	*	*	Transporter	Solid			*				*	*	*	HMDB	Cysteine	Slc7a8
1186_1760	1760	1186	*	*	Transporter	Solid										HMDB	Glutamine	Slc7a8
1187_1858	1858	1187	*	*	Unknown	Solid										HMDB	FAD	Smox
1187_1861	1861	1187	*	*	Unknown	Solid	*	*		*					*	HMDB	spermine	Smox
1188_1295	1295	1188	*	*	Enzyme	Solid										HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Smpd1
1188_1307	1307	1188	*	*	Enzyme	Solid										HMDB	SM(d34:1)	Smpd1
1189_1295	1295	1189	*	*	Unknown	Solid										HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Smpd2
1189_1307	1307	1189	*	*	Enzyme	Solid										KEGG, HMDB	SM(d34:1)	Smpd2
1190_1295	1295	1190	*	*	Unknown	Solid										HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Smpd3
1190_1307	1307	1190	*	*	Enzyme	Solid										KEGG, HMDB	SM(d34:1)	Smpd3
1191_1295	1295	1191	*	*	Unknown	Solid										HMDB	HexCer(d42:0-OH)_M+H2CO2_feature1	Smpd4
1191_1307	1307	1191	*	*	Unknown	Solid										HMDB	SM(d34:1)	Smpd4
1192_1292	1292	1192	*	*	Enzyme	Solid					*				*	HMDB	CE(18:1)_feature1	Soat1
1192_1902	1902	1192	*	*	Enzyme	Solid										KEGG, HMDB	coenzyme A	Soat1
1192_1959	1959	1192	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Soat1
1193_1292	1292	1193	*	*	Enzyme	Solid					*				*	HMDB	CE(18:1)_feature1	Soat2
1193_1902	1902	1193	*	*	Enzyme	Solid										KEGG, HMDB	coenzyme A	Soat2
1193_1959	1959	1193	*	*	Enzyme	Solid										HMDB	CoA(6:0)	Soat2
1194_1852	1852	1194	*	*	Enzyme	Solid										HMDB	GDP	Sorbs3
1194_1895	1895	1194	*	*	Enzyme	Solid										HMDB	GMP	Sorbs3
1199_1902	1902	1199	*	*	Enzyme	Solid										KEGG	coenzyme A	Sptlc1
